tree_species,region,county,soil_type,rainfall_mm,temperature_c,altitude_m,soil_ph,planting_season,planting_method,care_level,water_source,tree_age_months,survival_probability,survived,data_source_rainfall,real_climate_data,synthetic_survival_data,dataset_version
Wattle,Nairobi,Nyeri,Loam,650.7874427120249,21.06643765461721,791.0325254383924,5.758026083625704,Transition,Seedling,High,Borehole,49,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Coast,Machakos,Rocky,583.1379456918623,22.213549099572315,1318.47243239667,6.406726487597855,Dry,Seedling,Low,River,83,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Central,Kitui,Clay,601.5497818712549,23.056764628092346,2486.702759091233,5.716140844719854,Transition,Cutting,High,Rain-fed,89,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Rift Valley,Kakamega,Rocky,608.0844616375688,14.208130838603124,684.0513982335713,5.797275254687542,Dry,Direct Seeding,Low,Rain-fed,100,0.57,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Nyanza,Kisumu,Volcanic,673.8515174547508,19.65799972629664,2959.7009024099943,6.986825647886532,Wet,Cutting,Low,Borehole,34,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Eastern,Marsabit,Black Cotton,714.8852478328974,22.146929188530287,2913.086442409168,5.937817897865096,Wet,Cutting,Low,River,97,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Coast,Kakamega,Volcanic,590.7578058554792,25.09866881134019,1540.3157191111868,6.312165828344323,Dry,Seedling,Low,Rain-fed,56,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Western,Garissa,Rocky,684.858800675507,15.00343762865062,1428.0022576352017,7.817228396442141,Dry,Cutting,Medium,Rain-fed,61,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Nyanza,Marsabit,Red Soil,522.5325225563379,19.504716082387304,679.621328750805,7.131342226709747,Transition,Seedling,Low,Borehole,83,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Central,Mombasa,Rocky,571.3069233880085,26.88667950162449,2732.624063094909,7.603452451774702,Dry,Direct Seeding,Low,River,115,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Rift Valley,Kakamega,Loam,583.0774706332843,23.73532259585181,1160.9799433545136,6.044471011304285,Dry,Direct Seeding,Medium,Rain-fed,56,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Northern,Kakamega,Black Cotton,563.3909589705869,16.21355836221276,2161.062834583381,7.366993590613352,Dry,Direct Seeding,Medium,Irrigation,28,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Northern,Kakamega,Red Soil,551.836973953244,26.64256650599136,1358.875048547316,6.82416506514881,Wet,Direct Seeding,High,Rain-fed,91,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Eastern,Kakamega,Volcanic,651.6663390495129,23.77987193862899,2579.323028251599,6.363586080748622,Transition,Seedling,High,Irrigation,71,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Western,Nakuru,Sandy,620.3130085562299,27.202937522767737,1449.2086752480163,6.956142967642037,Dry,Direct Seeding,Medium,Borehole,119,0.7399999999999999,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Coast,Kiambu,Red Soil,649.9866633228785,22.86847461113054,2819.521642390036,6.259963439559597,Transition,Seedling,Medium,River,63,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Nyanza,Eldoret,Sandy,665.5400277486987,17.30882950255923,2843.178865757711,7.003463437761057,Dry,Seedling,Medium,Borehole,33,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Eastern,Meru,Black Cotton,644.2972431012497,17.37752587830354,610.4981686191877,5.908274104349419,Transition,Seedling,Low,Irrigation,79,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,North Eastern,Garissa,Red Soil,663.9045522501417,13.264403577760795,1990.162254145133,6.545463804898732,Wet,Seedling,High,River,103,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Western,Machakos,Rocky,627.5397791305095,31.51875874203464,2928.7760903007083,7.235376147387792,Dry,Cutting,Medium,Rain-fed,11,0.65,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,North Eastern,Meru,Volcanic,571.6667240273357,28.531100384274367,1657.9099204822594,6.585766907375724,Dry,Cutting,High,Irrigation,19,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Western,Kisumu,Sandy,683.9071024836628,30.27716260335784,2812.4174361826117,6.383711604450413,Transition,Cutting,Medium,Rain-fed,49,0.7700000000000001,0,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Western,Nyeri,Sandy,601.5607868035667,34.45531136566029,1172.430108813486,5.9051758817735,Dry,Seedling,Medium,Irrigation,95,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Nairobi,Marsabit,Volcanic,584.2365785045017,23.443705932986965,633.2385003901837,7.662766744844823,Dry,Cutting,Low,Irrigation,6,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Nyanza,Turkana,Clay,622.120499652403,15.779476842855791,2818.56076656395,7.485652821004166,Wet,Direct Seeding,High,River,62,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Western,Kakamega,Rocky,585.3758474777974,19.99972173795321,2836.645155135229,7.093098835085609,Transition,Seedling,High,Rain-fed,36,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Nyanza,Nakuru,Rocky,610.1448743431514,21.88243261998616,1385.1503266189736,7.157992630280534,Transition,Seedling,Medium,Irrigation,63,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Northern,Kitui,Black Cotton,648.2190895207963,26.173981305450656,2664.770349200941,7.609101540698196,Transition,Cutting,Medium,Borehole,21,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Nyanza,Marsabit,Sandy,648.4334804049294,18.36048330400928,2107.771905470206,7.263626313988192,Dry,Seedling,Low,Borehole,57,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Coast,Kakamega,Loam,586.1248901213415,19.966832445596555,2674.509886454399,5.930363585703905,Transition,Seedling,Low,Rain-fed,86,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Nairobi,Garissa,Volcanic,606.6311247951858,24.260664199330268,1825.4205935462967,6.575861913444582,Transition,Seedling,Low,River,119,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Nyanza,Kisumu,Black Cotton,684.7330436811352,15.371544187869054,1597.164104749638,7.1415339270290445,Transition,Direct Seeding,High,River,113,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Central,Machakos,Sandy,655.83639932932,13.30668275521116,1297.7308857310063,6.879794675158176,Dry,Cutting,High,Rain-fed,109,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Central,Machakos,Loam,734.7696454100501,26.406245513472427,2170.598732129749,7.216644861707293,Dry,Seedling,Medium,River,65,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Nyanza,Mombasa,Volcanic,690.0228021296994,23.61699326396036,2753.003519711556,6.021867168428076,Transition,Direct Seeding,Low,Irrigation,16,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Western,Turkana,Clay,688.2310468706199,23.741624794447628,2828.0704274737805,7.071938365053462,Wet,Seedling,Medium,Rain-fed,93,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Central,Nyeri,Black Cotton,561.622965919833,28.968519425840128,788.821049605748,7.74591692350609,Transition,Seedling,Medium,Rain-fed,21,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Central,Garissa,Volcanic,669.2094110242941,26.82119061842953,564.3556409653534,5.517876381996431,Dry,Cutting,Low,River,108,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Western,Eldoret,Sandy,628.3610533577775,15.196743369470454,2907.7236196266376,5.569524939821895,Wet,Cutting,High,Rain-fed,105,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Eastern,Machakos,Red Soil,603.4673032657105,24.768124983352703,2098.6999024084434,5.7448964855364695,Transition,Cutting,Medium,Rain-fed,2,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Eastern,Turkana,Rocky,639.4171604692494,19.200325335628797,1677.0964843174174,5.856394823785776,Transition,Seedling,High,Rain-fed,106,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Eastern,Garissa,Black Cotton,678.2769701731971,14.86865493423992,835.297535438194,6.392372788601403,Transition,Seedling,Low,Borehole,91,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,North Eastern,Kisumu,Black Cotton,656.0579729928336,22.22927470129045,2580.148203060911,7.791748955258223,Wet,Seedling,Medium,River,20,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Coast,Eldoret,Volcanic,587.0927033755199,25.114272218026493,2490.3167583524355,6.394195833088268,Wet,Seedling,Low,Borehole,13,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Nairobi,Kitui,Clay,668.139339122254,15.523458049297034,692.6955237134823,5.618312642419122,Wet,Direct Seeding,Low,Borehole,79,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Eastern,Turkana,Black Cotton,599.1370163388248,25.274564068173632,1041.0950035769006,6.148262143727295,Wet,Direct Seeding,High,Irrigation,48,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Central,Machakos,Loam,641.8505493908373,26.526510782033814,2614.947599089646,5.5115849872958895,Dry,Seedling,Low,Borehole,26,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Coast,Marsabit,Sandy,615.8488900687663,25.268207893666016,2894.0372940268862,6.897874750906044,Dry,Cutting,Low,River,71,0.7000000000000001,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,North Eastern,Nyeri,Volcanic,620.0730808558417,27.787792249491677,970.8839109525256,6.309441857475365,Dry,Seedling,Medium,Borehole,6,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,North Eastern,Eldoret,Red Soil,669.3285421946484,24.62328911701091,835.2407281313722,7.861147232942031,Dry,Direct Seeding,Medium,Rain-fed,108,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Rift Valley,Mombasa,Rocky,579.0067074518281,17.586791342715948,1024.4655958602684,6.708891262273857,Wet,Cutting,Low,Borehole,50,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Nairobi,Nakuru,Black Cotton,728.2761471564696,18.134248864552596,2283.7979476277487,6.637772047466008,Wet,Seedling,Medium,Rain-fed,117,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Rift Valley,Kitui,Sandy,539.9620899778981,19.153328909465834,1533.5781589298165,7.418370673627358,Dry,Direct Seeding,High,Borehole,12,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Western,Marsabit,Clay,601.1330092798802,18.39719233481564,1457.667099231735,7.451504919305765,Wet,Seedling,Low,River,91,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Northern,Mombasa,Clay,649.52698793971,26.36367600347064,987.8853302055594,6.26845964859004,Wet,Direct Seeding,Low,Irrigation,112,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Nairobi,Kitui,Clay,660.2321017643885,16.110080883257076,1484.5068604812532,7.777606211499185,Transition,Seedling,Low,River,60,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Coast,Kiambu,Volcanic,625.9926074140377,24.76635768994034,758.3364999645983,6.3540772040560505,Transition,Seedling,Medium,Borehole,9,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Nyanza,Eldoret,Loam,628.1468582925459,22.322359431544832,2752.3252763424666,6.573164518461219,Transition,Cutting,Medium,Rain-fed,86,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Central,Nakuru,Sandy,651.5438977090038,24.137982303060344,1114.152641446826,7.268956282675479,Transition,Seedling,Low,Borehole,115,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Central,Machakos,Sandy,619.4629195697389,25.00058211664006,1644.642019475401,7.798866973625135,Transition,Cutting,High,Borehole,108,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Coast,Mombasa,Loam,700.6754563393683,24.64158250048176,2306.381542493139,7.175285690791094,Dry,Cutting,Medium,Borehole,45,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Western,Garissa,Clay,672.9838491542031,17.76696198310026,941.141682396137,7.152416032153068,Dry,Seedling,Medium,River,98,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Rift Valley,Nyeri,Rocky,674.6576109929047,16.74778302700215,2136.215174163388,7.902583636809904,Wet,Direct Seeding,High,River,101,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Eastern,Garissa,Volcanic,582.7085572741021,21.69138926606163,2399.685821364549,6.303714885906314,Transition,Seedling,High,Borehole,34,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Nyanza,Marsabit,Volcanic,627.0469722223378,14.419299727965296,2070.212308116051,7.270386291856633,Transition,Cutting,Low,Rain-fed,54,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Eastern,Garissa,Loam,615.9930960065878,29.27185076130418,1310.8069406617842,5.832768812290995,Transition,Seedling,Medium,Rain-fed,7,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Central,Meru,Red Soil,580.7363246581497,20.063429476773813,2199.872933624376,5.737304206442225,Transition,Cutting,High,Irrigation,31,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Rift Valley,Machakos,Red Soil,649.0246026399113,12.287027704631525,2353.1949416624507,5.88146938236364,Wet,Direct Seeding,High,Irrigation,24,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Central,Nyeri,Rocky,604.1341055536321,21.26988368380979,2814.2500410578514,6.3432109410654185,Transition,Cutting,Low,Rain-fed,119,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,North Eastern,Marsabit,Clay,663.7865849351348,32.04693233306756,2295.1111604151624,7.153579108245671,Dry,Seedling,Low,Borehole,37,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Northern,Kisumu,Clay,577.5068152979064,25.11356168584737,581.4467028230017,7.799384608906433,Wet,Seedling,High,River,76,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Western,Mombasa,Black Cotton,716.968424084714,24.114301835774228,2052.831156815794,7.282249130208094,Wet,Direct Seeding,High,Borehole,58,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Western,Mombasa,Loam,586.1997605130199,27.812669512248394,2511.807952107172,6.633574251644273,Dry,Cutting,Medium,Borehole,81,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Eastern,Eldoret,Red Soil,641.9815103026448,28.15935172175675,2690.613023548398,7.617978464677296,Transition,Direct Seeding,Low,River,70,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Rift Valley,Nakuru,Volcanic,670.6093589620264,18.91202099773309,1862.694564189822,5.994075012038695,Dry,Seedling,Medium,Borehole,109,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Nyanza,Meru,Red Soil,602.4843719326174,22.273299855673777,1424.2635988990764,5.7718794151241015,Dry,Direct Seeding,Medium,River,63,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Rift Valley,Kitui,Black Cotton,673.6398256142705,28.682449949171914,668.747550815819,5.913769277564166,Dry,Cutting,Medium,Rain-fed,52,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Eastern,Meru,Rocky,569.5572135526022,21.485420085618905,1375.5544399026703,7.308410727752044,Dry,Cutting,Low,Irrigation,80,0.57,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Eastern,Turkana,Black Cotton,703.622278401751,16.439961147243466,2128.704838111091,6.886240513980841,Dry,Cutting,Medium,Rain-fed,88,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,North Eastern,Garissa,Loam,631.7238566909109,30.804628720978865,501.0133879758392,6.171583533381219,Transition,Direct Seeding,Medium,Borehole,23,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Rift Valley,Garissa,Sandy,601.195823044179,23.421289843886697,2268.863638179721,6.722821993278786,Wet,Direct Seeding,High,River,32,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Northern,Marsabit,Red Soil,616.0573048212513,17.55158900478817,2568.085511275632,7.334138381663804,Dry,Cutting,Low,Rain-fed,67,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Eastern,Nyeri,Black Cotton,671.462356912259,24.32772919756904,1909.6506852760212,6.990250843043314,Dry,Cutting,Medium,Irrigation,59,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Eastern,Kisumu,Rocky,601.7936288501011,20.592432714063985,2653.425340278527,7.59033554271094,Dry,Cutting,High,Irrigation,100,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Coast,Kakamega,Black Cotton,593.5485089714841,26.282901098403805,753.8718187791328,7.539767387048513,Wet,Cutting,High,Borehole,98,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Coast,Kitui,Red Soil,619.9395635634361,19.16034498982095,1534.6370234380845,5.763817688505862,Wet,Seedling,Medium,River,116,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Nairobi,Machakos,Loam,572.1682878041246,17.939253391848673,2094.524961214449,7.102505725941112,Dry,Seedling,Low,Rain-fed,50,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Rift Valley,Kiambu,Sandy,722.0435888397137,17.680185500534638,944.5896451361964,5.777373685267253,Transition,Cutting,Low,River,4,0.31,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,North Eastern,Turkana,Loam,602.6966638818868,24.15090053803042,1797.9907412823914,6.533211909287877,Dry,Cutting,High,Rain-fed,110,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Central,Garissa,Rocky,672.5972327516431,25.59491035427761,2328.765120291733,6.728016719395333,Transition,Seedling,High,Irrigation,22,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Northern,Marsabit,Rocky,641.4898976250116,19.105542706752374,1717.6926381220478,7.216222267993828,Dry,Direct Seeding,High,Irrigation,12,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,North Eastern,Kisumu,Sandy,581.7896909185246,25.08755246382697,1619.6592593264809,6.866180231785467,Transition,Direct Seeding,Medium,River,30,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,North Eastern,Marsabit,Rocky,630.7186579819866,20.61744254587301,1281.769345473581,5.514086888492972,Wet,Direct Seeding,High,Irrigation,111,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Western,Nyeri,Sandy,670.2165324081603,17.550430011691468,2534.9847229586576,5.748476976637446,Transition,Direct Seeding,Low,Borehole,71,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Central,Kisumu,Rocky,621.6033266883077,19.96500008656784,759.8935174506787,6.500219383599233,Wet,Direct Seeding,Medium,Irrigation,36,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Nairobi,Mombasa,Volcanic,690.6720407351744,23.714776569734852,2376.171861254636,7.316569039454949,Dry,Direct Seeding,Low,Irrigation,13,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Central,Mombasa,Loam,682.0921630817162,24.32872904960876,1371.580274941039,5.552614171331158,Dry,Direct Seeding,Medium,Irrigation,15,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Nairobi,Marsabit,Sandy,676.9621361755394,14.681066598402737,1535.511637565235,7.480063438694045,Dry,Seedling,High,River,28,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Rift Valley,Nakuru,Rocky,608.0335548289731,21.8676887677816,942.1083863142134,6.832489295731234,Dry,Cutting,Low,Rain-fed,19,0.6000000000000001,0,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Rift Valley,Mombasa,Black Cotton,577.0242710535487,20.327836047009797,2239.6867464761144,6.9925368767546505,Wet,Direct Seeding,Medium,Rain-fed,114,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Eastern,Marsabit,Volcanic,600.3370131744832,17.32108997252073,1591.617198422836,7.953672466701422,Transition,Seedling,Low,Irrigation,11,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Northern,Nakuru,Clay,640.828440475959,16.880579960792886,2826.2868332558305,7.297104711411983,Transition,Direct Seeding,Low,River,4,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,North Eastern,Garissa,Black Cotton,658.3057291192407,21.53321601073764,2437.8030152509164,7.291644373316622,Dry,Cutting,High,Irrigation,25,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Central,Marsabit,Loam,522.4378232046006,28.58860723554808,2011.50135614224,7.734022214628082,Wet,Direct Seeding,High,Rain-fed,76,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,North Eastern,Marsabit,Red Soil,630.6107333620355,22.64583416450572,2881.278012847931,6.408682474569444,Wet,Cutting,Low,Borehole,100,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Coast,Garissa,Rocky,638.9208547087823,21.181341345511875,2930.929730093777,6.403834644114499,Transition,Direct Seeding,Medium,Borehole,57,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Nyanza,Eldoret,Rocky,617.1391806268454,24.376480765696208,2025.0293559335728,6.4649800180502455,Wet,Direct Seeding,High,Irrigation,72,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Coast,Kiambu,Clay,695.5800853934169,20.41844464941725,2515.534239742936,7.960771290280795,Dry,Direct Seeding,High,Rain-fed,1,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Western,Kiambu,Black Cotton,652.1053971551665,17.601146388244356,2940.8870849839486,7.145657181899237,Transition,Direct Seeding,Low,Irrigation,79,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Coast,Machakos,Volcanic,696.5259888466678,14.929031712981647,1204.055758075434,6.183349267825651,Dry,Cutting,High,Rain-fed,3,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Rift Valley,Eldoret,Clay,620.2183674251114,20.76305908979909,2532.6707563174705,6.532812783273248,Dry,Seedling,Low,Borehole,53,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Nyanza,Kiambu,Black Cotton,677.8902680679693,18.744774670434825,2843.573080472322,6.939550057186007,Wet,Cutting,Low,Rain-fed,116,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Nairobi,Kisumu,Loam,712.7697131689989,33.659774863066886,1028.383196368769,6.720075766640412,Transition,Cutting,High,Irrigation,12,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Nairobi,Kitui,Loam,696.601065906256,18.11447094126246,1053.3736740647962,5.704057271749166,Wet,Cutting,Low,Rain-fed,76,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Nyanza,Meru,Loam,576.4093137711864,27.304081868611643,1093.6770978937984,6.300361618197468,Transition,Seedling,High,Rain-fed,55,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Eastern,Kiambu,Rocky,618.3325895655039,29.866009542690392,1766.9059770568156,6.693098419081222,Dry,Seedling,Medium,Borehole,16,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,North Eastern,Turkana,Clay,613.7581581701331,27.175423295258984,742.2737138308676,7.994800924102217,Wet,Direct Seeding,Medium,River,37,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,North Eastern,Kisumu,Clay,655.4791201964393,31.850943997820814,516.7526596206188,5.678495284231402,Wet,Direct Seeding,High,Borehole,77,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,North Eastern,Marsabit,Volcanic,665.3340711933496,20.57023135215463,1357.7774302555658,7.635007419930636,Transition,Direct Seeding,Medium,River,47,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Western,Machakos,Sandy,589.0717597413361,18.470698710192067,969.560195609716,7.93857742287387,Dry,Direct Seeding,Low,Borehole,117,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Eastern,Garissa,Rocky,634.4083191384699,17.509381045723334,2588.216253654591,7.623050904869871,Dry,Direct Seeding,Low,Irrigation,91,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,North Eastern,Garissa,Clay,530.0200268348161,27.006649848540096,702.3567611651117,7.783490655164691,Transition,Cutting,High,River,2,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Western,Machakos,Volcanic,703.1136437327175,27.279993666733308,1367.7765706180094,6.1075704105981945,Dry,Cutting,Low,Borehole,83,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Eastern,Nairobi,Sandy,605.3976814087883,24.292999824013755,1953.340665740583,5.764182709400692,Transition,Cutting,Low,Rain-fed,44,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,North Eastern,Nairobi,Black Cotton,633.8095904348478,22.97081697512081,2511.2842570284192,7.382021978473042,Wet,Cutting,High,Rain-fed,84,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Nyanza,Kiambu,Black Cotton,615.53390774322,29.32969207720157,800.7892607428826,6.773587223391978,Dry,Direct Seeding,Medium,Rain-fed,22,0.53,0,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Eastern,Nakuru,Sandy,688.3177721932938,18.776002737546825,2231.2111407071434,5.7261674527999045,Wet,Cutting,Low,Rain-fed,45,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Northern,Kitui,Black Cotton,489.141071372754,21.367537690034176,2046.6150115580997,7.551175764558334,Dry,Cutting,Medium,River,16,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Western,Garissa,Black Cotton,630.1858763263275,19.09612384990537,1836.8885329455757,7.670850403568467,Dry,Seedling,Low,River,21,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Western,Kitui,Clay,625.7254555677381,16.25390925261044,1725.1751303705075,6.237627011027079,Transition,Cutting,Medium,Borehole,39,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Eastern,Meru,Volcanic,608.3345740630389,29.228035103902464,2303.305282553686,5.888051260946432,Dry,Seedling,Medium,Rain-fed,87,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,North Eastern,Kisumu,Loam,717.3277207244046,15.527867166845082,1525.7893859282362,6.277310069964671,Wet,Direct Seeding,Medium,River,103,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Rift Valley,Kiambu,Rocky,586.6499204998345,22.12195809817464,511.11994524707313,6.189484769004515,Transition,Direct Seeding,Low,Irrigation,68,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Western,Nairobi,Rocky,669.606202304406,22.09556129650844,943.1069433114436,7.228299572050974,Dry,Direct Seeding,Medium,Irrigation,65,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
