tree_species,region,soil_type,rainfall_mm,temperature_c,altitude_m,soil_ph,planting_season,tree_age_months,survival_probability,survived
Eucalyptus,Rift Valley,Sandy,1055.7035499385302,21.968267894635826,2440.7261937898693,5.826253160292961,Dry,46,0.95,1
Cypress,Coast,Volcanic,1114.612137924969,30.277035565441476,907.5477845372155,6.08453208273266,Wet,45,0.7999999999999999,1
Pine,Northern,Loam,528.53242218564,17.159458558354412,1194.2977183771095,5.589825455464933,Dry,16,0.65,1
Acacia,Western,Sandy,692.3702191714559,21.592385865903257,1958.1309807813918,5.528256341472556,Wet,13,0.95,1
Bamboo,Eastern,Rocky,1528.743296603646,28.50156596067796,2378.632361148359,5.829913299059904,Dry,43,0.4,0
Acacia,Eastern,Volcanic,587.7122315533921,18.43913067911978,2543.2632805330923,7.8259960504233135,Dry,12,0.95,1
Indigenous Mix,Coast,Volcanic,520.3661760631194,15.889895642149229,2156.9906855243044,7.676584703708727,Dry,15,0.9,1
Cypress,Eastern,Volcanic,428.77200853322825,22.547042359164852,1929.989695708982,7.513580823249965,Wet,25,0.95,1
Acacia,Northern,Volcanic,453.69119953010465,13.240855966241405,2199.2430420833634,5.641701080414588,Dry,23,0.85,1
Cypress,Western,Rocky,411.85417945867357,15.829394324954649,1279.779763841763,5.805278789810719,Dry,15,0.3,0
Bamboo,Western,Volcanic,1093.5266336084105,24.61071272966968,1492.4804055186853,5.890792426772152,Wet,58,0.95,1
Cypress,Central,Volcanic,873.7690480738713,7.234624496743653,793.2003695011126,5.9226544460992905,Dry,31,0.8999999999999999,1
Acacia,Central,Volcanic,1484.495550961653,18.911791615331516,1527.9761896737277,6.56871613522567,Dry,43,0.95,1
Cypress,Eastern,Clay,966.6766054006812,34.14641321475625,1133.960292490923,6.677375146931286,Dry,28,0.6,0
Cypress,Rift Valley,Loam,938.0767590530379,28.54572193458798,1779.0964562975353,5.652517857513487,Dry,45,0.95,1
Pine,Central,Volcanic,498.1191937023545,20.28011964283102,545.9653553789932,6.660166723511262,Wet,41,0.95,1
Pine,Western,Loam,1028.4265302190977,15.70009260780842,1030.8349357172283,5.8050185339422224,Dry,16,0.85,1
Eucalyptus,Rift Valley,Clay,1033.8047011715996,21.80490240311228,1329.9287618396138,6.663342334848715,Wet,48,0.95,1
Cypress,Rift Valley,Clay,478.74427439466837,31.557095435698617,1870.363006820055,5.936617964740824,Wet,2,0.30000000000000004,1
Pine,Northern,Volcanic,855.413142434325,26.689577687553275,1909.7989168890592,6.7506963380194005,Wet,24,0.8999999999999999,1
Acacia,Northern,Volcanic,748.1594787810607,25.859600774183377,858.2036467566027,7.28679708375509,Wet,56,0.95,1
Indigenous Mix,Western,Loam,1154.6702086814944,27.803495017985917,2864.8116100802163,6.23956024374134,Dry,4,0.95,1
Eucalyptus,Coast,Volcanic,751.1380637025261,16.740425374721553,606.1747731413329,7.211565485662415,Dry,46,0.95,1
Cypress,Northern,Loam,869.4337767576717,25.232447688628852,758.5852871512084,6.505068042220602,Dry,53,0.95,1
Indigenous Mix,Western,Rocky,410.7471080053308,18.210719019970618,532.2436744738136,6.850748516903749,Dry,5,0.65,1
Acacia,Western,Clay,829.7415018254374,17.791440269809954,1449.9476974134866,7.017838202208942,Wet,55,0.95,1
Cypress,Central,Sandy,561.2930711014171,21.080765596390602,664.5294017264412,7.728295515900747,Dry,47,0.75,1
Eucalyptus,Western,Rocky,1144.133578132471,21.825101249429387,1980.7534276552392,7.236634432025438,Dry,5,0.7499999999999999,1
Bamboo,Western,Loam,1130.2464195267817,27.30685482436567,2383.680276648992,7.682148553914161,Dry,43,0.95,1
Acacia,Rift Valley,Sandy,1425.8141148611342,16.92620253407074,2624.8983262580136,5.990614291765414,Wet,51,0.95,1
Cypress,Eastern,Loam,1136.5573568691411,33.6002036100863,715.080392582358,5.642567285009048,Wet,42,0.8499999999999999,1
Bamboo,Central,Sandy,799.2788477243438,19.053641741053468,2223.276030256726,6.130779817674218,Wet,1,0.85,0
Indigenous Mix,Eastern,Clay,468.90863862518063,22.678160043879767,2734.088133365334,5.686596077698572,Wet,26,0.95,1
Eucalyptus,Coast,Clay,938.6039929787854,21.148865542041282,1824.284915270919,7.330971116493887,Dry,54,0.95,1
Pine,Western,Rocky,828.8175925854262,23.748988636268113,2826.6061908798997,7.19026256453588,Wet,41,0.8499999999999999,1
Bamboo,Coast,Loam,865.4075276397696,17.105928769594303,2923.304530710447,6.444598034317966,Dry,36,0.95,1
Acacia,Coast,Volcanic,799.6559632773609,18.389660035021862,765.843243370568,5.78534992327408,Dry,46,0.95,1
Acacia,Rift Valley,Clay,261.8322506396329,15.222762484438555,2149.225682326186,6.605083552327809,Wet,7,0.55,0
Acacia,Central,Clay,1533.3748257747518,19.28858831118668,1954.3416185529668,6.503654447722608,Wet,53,0.95,1
Bamboo,Rift Valley,Clay,832.5563828217068,19.910808379393234,2245.4960766912495,6.037291328466798,Dry,35,0.95,1
Bamboo,Central,Sandy,543.3298290730163,16.860316194633306,1824.9258525535515,7.1959797137575325,Wet,29,0.7,1
Bamboo,Rift Valley,Clay,733.4934260002799,16.253141948920636,1989.1995604038239,5.701538512924005,Wet,30,0.8999999999999999,1
Indigenous Mix,Coast,Clay,1481.4349236268388,19.978012884080194,2571.6322652957233,7.458673900123169,Dry,58,0.95,0
Cypress,Coast,Sandy,505.0633596254475,13.905973455711605,2008.3354905300869,7.504210732978263,Dry,37,0.6,1
Acacia,Coast,Clay,958.5553653184778,28.406962744914182,1354.6182137452302,7.684687388802546,Dry,53,0.95,1
Cypress,Rift Valley,Rocky,420.59407047318246,29.646482754197667,636.4135207067474,6.998652849146792,Wet,37,0.5,0
Acacia,Central,Sandy,672.2633471255605,24.355528999312437,1602.876380576581,5.998528994396337,Dry,24,0.95,1
Cypress,Northern,Rocky,933.2594981872015,27.50661478867881,2461.0136830319934,6.9964074830444,Wet,28,0.7,1
Indigenous Mix,Rift Valley,Volcanic,677.2650159034246,21.907476983851687,2549.0238826644995,7.5621344187177595,Wet,59,0.95,1
Cypress,Rift Valley,Rocky,622.2471304361209,23.174889374081236,1604.5842620048866,5.908416895996051,Dry,15,0.6499999999999999,1
Pine,Eastern,Rocky,1109.0720638610824,20.33187724102975,2881.038264991609,7.708911820925476,Dry,21,0.6499999999999999,1
Bamboo,Coast,Volcanic,1116.6633806395926,35.75361515268665,2986.4549725881498,6.0046045884093955,Dry,7,0.6,1
Bamboo,Central,Clay,1431.101930918516,24.981985345588267,613.962894871672,7.864927224613998,Wet,12,0.75,0
Cypress,Northern,Volcanic,993.5507376118455,25.724957098070412,2201.3954044477537,5.915187130833784,Dry,25,0.8999999999999999,1
Eucalyptus,Eastern,Loam,1093.34466490586,11.471765290798377,691.8951547218451,5.510468609069894,Wet,27,0.95,1
Eucalyptus,Rift Valley,Loam,1334.4610045901134,16.973469882592667,1949.0477430703415,5.555546205063951,Wet,8,0.95,1
Pine,Rift Valley,Sandy,414.29527452599683,21.813437958766826,627.4371925561061,7.043822787655779,Dry,45,0.75,1
Indigenous Mix,Rift Valley,Volcanic,530.7525310498371,15.439087612361087,2456.0645305319695,7.981286550404928,Wet,24,0.95,1
Pine,Eastern,Rocky,896.8923510853004,21.694980140723082,952.2297534472458,7.497894927761955,Wet,59,0.8499999999999999,1
Cypress,Rift Valley,Loam,571.9457806313799,22.192534912478795,953.0639026242739,7.8929924087980865,Wet,16,0.9,1
Cypress,Eastern,Volcanic,1141.620432282082,31.851292243170683,647.9426796588546,7.0820065266537675,Wet,8,0.7,1
Bamboo,Coast,Loam,625.4653899823838,16.130600177955138,2173.0475748121667,6.709506349651618,Wet,23,0.95,1
Cypress,Western,Sandy,468.01417679561735,24.864105027631325,1287.5262679585617,6.061506100187212,Dry,50,0.75,1
Indigenous Mix,Rift Valley,Volcanic,487.26151492062934,28.13211082266851,2361.8418195730246,6.5310076511696655,Dry,49,0.95,1
Eucalyptus,Rift Valley,Sandy,640.5636345922355,14.16070287317272,1998.2482175159716,6.784269638038262,Dry,6,0.8999999999999999,0
Cypress,Coast,Loam,705.5927318904847,21.0089305077892,1296.724009976309,5.761689926338834,Dry,24,0.95,1
Eucalyptus,Eastern,Clay,533.1944020762377,28.891420468113367,813.4383730846832,6.1340319271492705,Dry,49,0.7999999999999999,0
Cypress,Central,Loam,1080.862702873985,22.924051512448695,1992.3630585329315,7.525402724899257,Dry,1,0.9,1
Eucalyptus,Coast,Volcanic,684.961686272704,19.983161633267553,2476.72775475042,6.461831441268613,Wet,21,0.95,1
Bamboo,Central,Rocky,582.4709837077468,23.000074255858742,719.4705926454,5.929573650894146,Wet,24,0.55,1
Cypress,Central,Rocky,1201.076131269414,27.912828635304358,2496.6394508915914,7.831882347650783,Dry,55,0.4,0
Indigenous Mix,Rift Valley,Volcanic,853.3354561486881,22.708805177892785,2540.197605858378,5.547363508435886,Dry,41,0.95,1
Indigenous Mix,Eastern,Volcanic,717.009239251566,24.254456876062573,1051.6276490543712,5.845313232850618,Wet,37,0.95,1
Indigenous Mix,Coast,Sandy,1037.5389238410412,25.929060046484047,1281.4950622707502,6.526706582525707,Dry,5,0.9,1
Acacia,Rift Valley,Loam,504.258857399652,20.579224510356013,2179.2721481101516,7.323274501193016,Wet,35,0.95,1
Cypress,Northern,Clay,1187.0783387138194,25.820526481640474,1080.5617272533577,6.513313401617383,Wet,15,0.7999999999999999,1
Cypress,Rift Valley,Rocky,347.5436436938214,16.21510762428854,656.0783181944508,6.715434135262208,Wet,52,0.2,0
Acacia,Central,Sandy,1034.0378017621456,22.420292179184678,2678.2881181171338,7.462709143099392,Dry,6,0.95,1
Cypress,Northern,Sandy,802.1535400723826,11.567611708144577,2114.312608377634,6.776426021821258,Wet,3,0.7,1
Bamboo,Western,Loam,795.6936600307554,21.349386851550566,710.6384435449282,7.206631512610498,Wet,48,0.95,1
Cypress,Western,Volcanic,1108.8372444795073,26.361576900142254,2194.308103003301,6.1307868403378825,Wet,7,0.8999999999999999,1
Cypress,Rift Valley,Volcanic,1157.5122491321195,21.58141020075394,1458.4928526456474,5.920696471269282,Dry,50,0.95,1
Cypress,Eastern,Loam,278.1837166532615,25.523029098545376,1693.0001985449032,7.48265757092664,Wet,14,0.44999999999999996,0
Pine,Rift Valley,Sandy,506.5033377224171,29.03390427894019,2698.1988903925167,7.313429000587144,Dry,15,0.5,0
Indigenous Mix,Central,Sandy,1119.551589714316,29.263083727430896,1176.3981412199785,6.1219794718479426,Wet,40,0.95,1
Eucalyptus,Coast,Sandy,927.2200584555353,22.197235241203696,1422.8404845230111,6.3929808349826125,Wet,54,0.95,1
Indigenous Mix,Northern,Clay,598.6773719280368,21.35377371023741,1491.8876411388233,6.685015664871113,Wet,30,0.95,1
Pine,Central,Loam,1219.7850023810151,20.090338641373176,989.2816002491227,7.550633297362224,Dry,16,0.8,1
Eucalyptus,Coast,Volcanic,825.2971481726702,30.25618289343643,1302.136356874609,6.990125289402376,Wet,16,0.8999999999999999,1
Cypress,Eastern,Sandy,560.9182218628928,35.24071992876743,2655.1903564414924,5.763513214890417,Dry,29,0.4,1
Acacia,Eastern,Volcanic,844.8258420527591,20.558038998498503,2822.0199017197133,6.576339552282592,Wet,27,0.95,1
Bamboo,Northern,Sandy,1236.674245546806,26.037309178062223,776.5089971829021,5.588975577016191,Dry,50,0.6,1
Indigenous Mix,Western,Volcanic,768.0536350458359,19.73103757417958,2506.0044611283106,6.353111124394301,Wet,17,0.95,1
Pine,Northern,Sandy,736.27132102686,29.521071414149617,2972.101353259158,6.708080189688587,Dry,4,0.6,0
Cypress,Western,Rocky,507.39019181652503,28.517539659673794,517.4556547008702,6.508702422567499,Wet,27,0.5,1
Cypress,Northern,Clay,480.8631151693905,18.050762804753727,1083.9184026715275,5.670466549413657,Dry,35,0.75,1
Pine,Rift Valley,Clay,915.8009944879402,21.75201618987627,2519.6641142099534,7.3435248607798655,Dry,30,0.95,1
Bamboo,Northern,Loam,483.10160020827755,16.707481395020938,1301.0032153505372,5.910717108181023,Wet,55,0.85,1
Cypress,Central,Loam,945.5003874569684,19.66088908583867,1861.5771777678394,5.694641299021924,Dry,53,0.95,1
Acacia,Rift Valley,Loam,561.8189977685498,8.12731567282803,1030.7141041714783,5.788895941701579,Dry,57,0.95,1
Indigenous Mix,Eastern,Loam,816.0568393697135,23.214686772128537,1759.2709677101768,7.696039657612404,Wet,10,0.95,1
Eucalyptus,Northern,Volcanic,1176.2940598815917,20.99602501565688,2136.8133712461076,6.528010168029635,Wet,6,0.95,1
Acacia,Western,Sandy,613.3616488229858,19.23156128985168,2877.0466497910784,6.024744073965577,Dry,15,0.95,1
Bamboo,Northern,Volcanic,810.1176175286382,31.415411265348666,2572.8766007103495,6.770354296662986,Wet,35,0.7999999999999999,1
Cypress,Rift Valley,Sandy,685.8778227767461,20.34510913193197,2845.160348920328,7.794118194761084,Dry,7,0.85,1
Pine,Rift Valley,Rocky,1366.9984691961545,25.410679833727905,2815.77069230299,7.047920110607646,Dry,17,0.3,0
Eucalyptus,Northern,Loam,821.7090532972392,23.072716724784822,1910.988450847474,7.832391563820568,Wet,17,0.95,1
Indigenous Mix,Central,Rocky,139.5001589605772,10.5081648101866,1445.561288108362,6.793233705380633,Wet,26,0.5,1
Indigenous Mix,Northern,Clay,842.842817732775,19.111247459229116,1102.009540182933,6.4670181051297,Dry,24,0.95,1
Eucalyptus,Central,Volcanic,797.8865043558336,20.92195210715989,808.1186453313786,6.269197723694871,Wet,48,0.95,1
Pine,Coast,Clay,509.5195443894048,26.001126690006743,1609.4283477306128,6.205919797606641,Wet,42,0.7,1
Acacia,Rift Valley,Loam,726.1273634153848,24.978511250877574,1430.20563740724,7.39955914607097,Wet,56,0.95,1
Acacia,Rift Valley,Clay,727.9015287700955,13.650661666631347,1067.4463486788027,7.35976296825538,Wet,26,0.95,1
Cypress,Central,Rocky,1132.5369969328472,24.090493027186177,975.8424377376189,7.793051479562157,Dry,12,0.6499999999999999,0
Acacia,Eastern,Volcanic,560.0178479894198,12.459989314383462,2621.1794360156614,6.408138379189525,Wet,7,0.95,1
Eucalyptus,Rift Valley,Sandy,630.0298416413093,22.27527310993481,2362.0626888247825,6.614888862730254,Wet,29,0.95,1
Pine,Rift Valley,Clay,683.3765524382654,33.75801026687226,2154.259613703367,6.047815161677002,Wet,57,0.7,1
Indigenous Mix,Northern,Sandy,534.7524560168696,9.057916838979,2744.888040462548,6.812623350613462,Wet,26,0.95,1
Indigenous Mix,Central,Rocky,611.4991553611301,21.498451795037234,555.2146132529493,6.394902986331911,Wet,20,0.95,1
Bamboo,Western,Sandy,796.2255851547208,25.613417206029805,2252.164247813572,7.638877808589681,Wet,46,0.8999999999999999,1
Cypress,Northern,Rocky,1102.401201287978,19.251977076675832,1993.2809458267795,6.4840888006936055,Dry,53,0.7499999999999999,1
Pine,Coast,Volcanic,961.2889708849639,24.140931239052883,954.5441320933469,6.575866330930501,Dry,9,0.95,1
Cypress,Northern,Sandy,625.8055092338147,18.94307376305686,603.743313774766,6.305168837989324,Wet,35,0.95,1
Pine,Central,Sandy,1069.4419162449908,16.622886115776673,982.1764217240357,5.731787027025675,Wet,17,0.7999999999999999,1
Indigenous Mix,Rift Valley,Sandy,893.3329973429586,12.551753539519236,1911.0414694493693,7.00145799246784,Dry,22,0.95,1
Bamboo,Coast,Loam,500.2400883496921,23.09898367499051,803.5372637624304,7.302830893392059,Dry,57,0.9,1
Pine,Coast,Rocky,1745.6170203536253,16.38252983380201,1336.10631779526,6.798281731605758,Wet,8,0.4,0
Bamboo,Coast,Rocky,842.465233723803,9.884767504992332,2640.002687232882,7.37488420450602,Wet,30,0.7,0
Bamboo,Coast,Rocky,801.3803261291417,26.099440769908984,1319.7099850456461,7.3428310348915975,Wet,44,0.7,0
Indigenous Mix,Northern,Volcanic,620.6719001670714,22.84499830155577,1311.5229212754039,7.1818899656173105,Dry,39,0.95,1
Pine,Western,Sandy,571.8745400565879,21.36631982107047,765.4008838686681,7.593681299046937,Wet,57,0.85,1
Acacia,Northern,Volcanic,835.4635974205811,18.629047198308868,798.0261071014334,5.591152627064046,Dry,7,0.95,1
Cypress,Western,Sandy,655.7498631464061,25.480839985796443,1554.281543814791,5.599806331409378,Dry,54,0.7999999999999999,1
Acacia,Central,Loam,1163.5005458032779,14.257712716158641,2712.0198675766273,6.078394105648522,Wet,58,0.95,1
Pine,Coast,Loam,252.00199489723298,22.705037398495183,1793.0235692338235,7.6204537456998676,Wet,23,0.6,1
Pine,Northern,Volcanic,514.9592741349479,21.00657443525519,929.7813943177608,6.868311710848715,Dry,29,0.85,1
Acacia,Eastern,Sandy,513.5034056340079,22.18379113274715,2379.4269692074454,7.765583798587846,Dry,37,0.95,1
Bamboo,Eastern,Clay,870.5953884317298,19.299484532006076,2831.4167717649025,6.939163132493549,Wet,15,0.95,1
Pine,Rift Valley,Rocky,1024.970071827113,23.396339191082628,2058.763278118343,5.828219930012061,Wet,35,0.8499999999999999,1
Pine,Coast,Volcanic,971.6018834901419,18.47635782194558,1685.3948646976992,6.064473880376573,Dry,29,0.95,1
Cypress,Northern,Volcanic,688.8499707477037,13.981239721668347,2618.1735249068097,6.0150141963801,Dry,4,0.7,0
Eucalyptus,Eastern,Clay,623.9650911471545,26.971680399389644,521.9430298698237,6.45533227206497,Wet,5,0.8999999999999999,0
Indigenous Mix,Rift Valley,Volcanic,1141.8666608076408,20.063190177235946,834.2391359985904,7.838486224169497,Wet,58,0.95,1
Indigenous Mix,Western,Sandy,765.9558062353576,23.107792368121054,1330.4313051543313,7.2520210450043505,Dry,57,0.95,1
Bamboo,Eastern,Sandy,541.0895278751029,13.88533498659381,1105.6428939619186,6.008719986388281,Wet,40,0.7,1
Indigenous Mix,Rift Valley,Loam,367.5440519108516,19.380500858280367,2072.1822424704387,7.100951866610602,Dry,57,0.9,1
Acacia,Rift Valley,Rocky,623.5536929036749,29.091193914531452,2020.5284419161167,6.611433752673571,Wet,5,0.75,1
Cypress,Northern,Sandy,1237.461346516221,16.18269184050004,795.5959811803514,7.88486303123444,Wet,39,0.7,1
Acacia,Rift Valley,Clay,1131.34849563279,18.9917379890928,693.7074344809647,6.205784585526801,Wet,40,0.95,1
Pine,Central,Rocky,766.7562319162738,20.058784732392304,2947.5796019791683,6.551841406421542,Wet,16,0.7499999999999999,1
Bamboo,Eastern,Loam,665.0974780561328,30.659497336815015,2847.1924378556823,6.237364560105855,Wet,49,0.8499999999999999,1
Acacia,Eastern,Sandy,781.8788812409275,27.638901253169493,671.8847660562187,6.8742931379082775,Dry,54,0.95,1
Bamboo,Coast,Sandy,241.41495953778588,22.561605827349062,1673.5171049731453,7.644644458793723,Wet,36,0.5499999999999999,1
Acacia,Western,Sandy,754.1566648797922,29.54123701592501,1068.70400923385,5.915462499024373,Wet,5,0.95,1
Pine,Northern,Loam,205.95486228350376,19.491355475355608,631.2042752493189,6.625590716681543,Wet,51,0.7,1
Pine,Central,Rocky,1183.5871664153442,25.268134439934826,698.032875020927,5.617645948650047,Dry,40,0.6,1
Pine,Northern,Clay,752.025193149368,26.68252058365244,1838.8561827444955,6.692458481544135,Dry,7,0.7,1
Acacia,Northern,Clay,1003.1545060175141,22.912646401987192,2905.146247353379,6.772397601055118,Wet,5,0.95,1
Eucalyptus,Coast,Loam,305.94084251214616,25.022961723512523,1197.5207258694916,6.512421468440471,Wet,21,0.6499999999999999,1
Acacia,Eastern,Rocky,1307.007153625383,20.07308799468661,1394.3869082342858,5.6597523551209346,Dry,34,0.7999999999999999,1
Pine,Western,Loam,1039.35313396873,12.703316141699712,2773.988477777361,5.5154595566022415,Wet,7,0.95,1
Pine,Northern,Rocky,976.9344426603016,22.734581383189646,2470.502324666765,5.560103093416094,Dry,17,0.6499999999999999,1
Eucalyptus,Coast,Rocky,934.2366626398912,20.460488288647,742.4469062902385,5.639267090288113,Wet,24,0.9499999999999998,1
Cypress,Eastern,Sandy,644.7241842601179,20.50870256342546,1238.5550907844124,5.726398669002301,Dry,30,0.95,1
Acacia,Eastern,Volcanic,681.1050900294752,16.345498537528684,1367.3973759439646,6.579517737769443,Dry,22,0.95,1
Pine,Western,Loam,1179.1300538166429,17.01792008416843,968.7611427974509,7.376496141860316,Wet,39,0.95,1
Eucalyptus,Coast,Sandy,947.8959375543377,21.712411234972684,1927.9979599072842,7.6585789444734615,Wet,8,0.95,1
Eucalyptus,Western,Clay,549.1813543699926,29.12247910623474,731.1237925926665,6.644750737817679,Wet,8,0.7999999999999999,0
Acacia,Rift Valley,Loam,1027.8544662458323,20.541206838707314,2916.5555522402688,6.60859775709011,Wet,22,0.95,1
Eucalyptus,Central,Clay,708.4201842904698,19.846633499114464,766.0294072571114,7.554381042463476,Dry,12,0.95,1
Acacia,Rift Valley,Clay,825.5366171893445,29.974767257026603,2448.4129258377993,6.8062420222264715,Wet,7,0.95,1
Bamboo,Rift Valley,Volcanic,1027.9768229142414,29.64652097243443,721.4458490916102,7.192180689568941,Wet,51,0.95,1
Pine,Western,Loam,758.2849040638404,28.025478267250143,1043.9698498291114,5.83444536248492,Dry,12,0.85,1
Eucalyptus,Eastern,Loam,585.2460376016404,17.92763942777459,2694.2304470696204,5.723915060790777,Dry,32,0.95,1
Cypress,Western,Loam,624.4199597331381,15.79822873924514,1477.2935671029056,7.941141323588525,Wet,57,0.95,1
Indigenous Mix,Eastern,Volcanic,533.7963117486747,28.79943773294204,1169.4811863065843,6.58057764876127,Dry,6,0.9,1
Acacia,Rift Valley,Rocky,681.0813439470636,21.155173966687446,2253.9131640073556,5.52456888142447,Wet,43,0.95,1
Acacia,Coast,Rocky,470.5283369460991,21.155533383060398,2655.5285583048453,7.540230882285654,Dry,39,0.7999999999999999,1
Eucalyptus,Northern,Volcanic,848.2653148975307,17.387036665862357,1828.6981157045523,6.644908036223839,Dry,3,0.8999999999999999,1
Acacia,Rift Valley,Loam,1337.379519251212,22.736756365716225,935.3917309884908,6.867202934468582,Wet,31,0.95,1
Eucalyptus,Rift Valley,Sandy,210.22130175590655,21.585696637320424,954.4089944029856,6.760332104796095,Wet,25,0.7499999999999999,1
Bamboo,Northern,Sandy,677.696716527654,12.832452280040771,908.8844863254684,6.26030962367009,Wet,22,0.7999999999999999,1
Eucalyptus,Northern,Sandy,640.5038525997517,21.646417621099587,1748.8708380116782,7.411940605312723,Dry,5,0.9499999999999998,1
Pine,Rift Valley,Loam,598.2543211980992,23.116354179601306,1587.5364858505584,6.23163774416852,Wet,44,0.95,1
Indigenous Mix,Coast,Rocky,88.50219174233234,32.2103482646394,766.7795477558857,7.123890016892404,Wet,27,0.3,0
Cypress,Northern,Volcanic,413.46494432321015,24.794529805820805,1612.0983983513238,7.748531305418313,Dry,28,0.85,1
Indigenous Mix,Northern,Volcanic,954.4650788229117,26.09962626317617,781.2578263165794,7.3398010159348726,Wet,51,0.95,1
Bamboo,Rift Valley,Loam,1237.5918345509317,21.091817678514623,2007.2322065135882,7.135551155072532,Dry,33,0.9,1
Eucalyptus,Central,Loam,1199.1145056974183,28.605308691767334,820.874816536737,7.125467916114133,Wet,20,0.95,1
Indigenous Mix,Central,Sandy,1124.5165083185282,19.718067693312623,2253.747753662915,6.648359138984891,Wet,38,0.95,1
Bamboo,Central,Loam,383.1202509699304,27.20457041403687,1813.2956611268035,5.6651382695554,Wet,5,0.35,0
Indigenous Mix,Northern,Loam,1137.4511180347106,28.32722759945827,2288.305776322839,6.170358074029802,Wet,1,0.95,1
Cypress,Coast,Sandy,928.7398584566885,18.416455855414895,2931.98425414111,7.957661749037051,Wet,27,0.95,1
Eucalyptus,Coast,Volcanic,660.1088067665262,14.435216166998663,2597.098341913176,7.69280116915572,Wet,51,0.95,1
Eucalyptus,Northern,Sandy,1539.2637322997662,23.633822388307543,2079.700398117213,6.8176253912314095,Wet,29,0.95,1
Eucalyptus,Coast,Rocky,727.7098604863952,23.433964487720985,1502.8699237294938,7.869490165036143,Wet,38,0.95,1
Indigenous Mix,Coast,Sandy,781.293607409366,24.454576744633297,1151.007771969771,7.595999095230475,Dry,42,0.95,1
Acacia,Central,Volcanic,1055.023799725266,24.088403761197004,2906.8314596528476,7.070867793873611,Dry,6,0.95,1
Acacia,Northern,Volcanic,1188.4956754450868,24.721101761701735,2258.1930693311288,7.586145632140242,Wet,39,0.95,0
Cypress,Northern,Loam,657.2433990219724,21.653489853144436,2884.841881316022,6.024795114370129,Wet,22,0.95,1
Acacia,Eastern,Loam,793.093262469377,18.832855179014242,536.6178181812169,7.802859700452105,Dry,51,0.95,1
Cypress,Eastern,Loam,941.5587014093023,17.585173007766123,1984.211549771833,7.387068645905828,Dry,35,0.95,1
Eucalyptus,Coast,Sandy,752.3979483562244,28.261835483303877,1147.404012562438,7.696866309192325,Dry,7,0.8999999999999999,1
Acacia,Western,Rocky,1373.4987218843098,24.372686732327658,975.569827050344,6.802214456751698,Dry,55,0.7999999999999999,1
Cypress,Coast,Rocky,1207.5748608853485,20.229106222321494,853.4588855408505,5.825801082930839,Dry,53,0.55,1
Pine,Northern,Sandy,753.946560862041,20.79472874841666,912.3350671318276,5.811537657972812,Dry,36,0.95,1
Acacia,Western,Clay,383.6394348632594,25.819301758167114,597.5160519070453,6.638916954975272,Dry,14,0.45,1
Cypress,Eastern,Sandy,1383.3781980791068,20.27265676429964,1065.6933353595175,5.829517074741698,Dry,41,0.75,0
Acacia,Western,Volcanic,734.3401244793123,25.831214875202548,2076.5882374577013,6.5753568302420655,Dry,58,0.95,1
Eucalyptus,Northern,Clay,911.0635669825223,24.92157083217655,1132.0935017257232,5.668211532303786,Dry,50,0.95,1
Pine,Rift Valley,Clay,1061.8473053016903,17.169216383147916,570.3037656948094,6.438303364432534,Dry,44,0.7999999999999999,0
Pine,Eastern,Sandy,749.7327981796324,22.94702950389781,615.4912080040721,6.948991818531685,Wet,25,0.95,1
Acacia,Rift Valley,Rocky,754.1347642217186,18.25111577857947,2197.2183429719626,6.0919939636404505,Dry,54,0.95,0
Pine,Eastern,Volcanic,647.8556771683516,21.099132217324602,2335.875088338239,6.804333547133114,Dry,26,0.95,1
Eucalyptus,Western,Volcanic,723.7689637893337,18.685466638600676,2953.4583356032003,7.0742089881480075,Dry,44,0.95,1
Pine,Coast,Volcanic,921.3006432891825,17.438525184086235,2318.6926949912413,7.466264283820305,Wet,42,0.95,1
Bamboo,Northern,Loam,569.1312856504627,24.73651337388487,1403.0401474395294,7.09325539134506,Dry,3,0.7000000000000001,1
Pine,Eastern,Clay,716.7367231053345,28.456369195079397,2490.976806549272,6.988537004050271,Wet,2,0.7,1
Bamboo,Rift Valley,Loam,709.5193599070861,22.405712594777054,2109.299515812365,6.1928608796833995,Dry,30,0.95,1
Pine,Western,Loam,1232.583501740567,19.43812879661653,859.6903884744504,5.52154750647945,Wet,50,0.95,1
Pine,Eastern,Volcanic,1296.4263076551626,19.066636128473952,1606.7342549185896,7.330548015780556,Wet,28,0.95,1
Cypress,Central,Loam,1351.1715178323616,29.35953199556771,2347.326138373681,5.572924730726858,Wet,50,0.85,1
Eucalyptus,Northern,Sandy,877.6738242628328,24.637575078778006,1768.4744127128927,6.603759808202938,Dry,6,0.95,1
Pine,Central,Volcanic,1324.57277421756,20.04634042795906,1965.588746951904,6.730917621753123,Wet,6,0.85,1
Cypress,Rift Valley,Clay,477.19830495832684,6.968777859451599,2837.2326163862713,7.0927147221367886,Dry,21,0.5,1
Indigenous Mix,Rift Valley,Loam,592.5846154465335,25.437821759970685,911.4151460733373,6.515830577409419,Wet,34,0.95,1
Eucalyptus,Western,Loam,702.9472341249091,21.595602135544368,2637.913362428682,6.396889405053185,Wet,39,0.95,1
Indigenous Mix,Rift Valley,Rocky,746.4043642903415,12.76863370324962,2932.110396650056,5.5121710191387585,Dry,41,0.9,1
