tree_species,region,county,soil_type,rainfall_mm,temperature_c,altitude_m,soil_ph,planting_season,planting_method,care_level,water_source,tree_age_months,survival_probability,survived
Casuarina,Northern,Marsabit,Black Cotton,620.3390449893196,19.349412909331747,1201.419395977935,5.503309071679862,Transition,Direct Seeding,High,River,70,0.95,1
Eucalyptus,Eastern,Nyeri,Black Cotton,847.5448262345603,21.667272989825843,2400.779757080852,7.564496924725336,Transition,Seedling,Medium,River,64,0.95,1
Grevillea,Northern,Meru,Loam,1044.5163019387549,27.066191268523962,2164.738634459647,5.845120012515895,Wet,Cutting,Medium,Irrigation,15,0.95,1
Cypress,Northern,Kakamega,Rocky,737.8473751592811,21.784194909326693,2187.345344471846,7.344118336296445,Dry,Direct Seeding,Medium,Rain-fed,78,0.95,1
Grevillea,Central,Mombasa,Loam,744.446168434987,26.551534812631896,1602.6998414800612,5.67002163598738,Wet,Direct Seeding,Low,Irrigation,44,0.95,1
Casuarina,Northern,Mombasa,Loam,411.1892732279969,21.486823715815568,1689.7512028967449,7.611736542989144,Wet,Cutting,Medium,Borehole,116,0.95,1
Acacia,Central,Kisumu,Red Soil,620.9306970281986,18.80872702437935,2042.537161675043,5.758483065460198,Dry,Direct Seeding,Medium,River,78,0.95,1
Jacaranda,Rift Valley,Eldoret,Black Cotton,640.6627620986795,32.51442035489545,1514.5877562891176,7.680956198267975,Transition,Cutting,Low,River,73,0.95,1
Eucalyptus,Eastern,Nairobi,Loam,794.7805926241085,27.80205631524828,2153.3030654166178,6.286677602182929,Transition,Direct Seeding,Medium,River,1,0.95,1
Grevillea,Nyanza,Eldoret,Red Soil,1012.0948707677505,22.725667743838674,743.8574655829904,7.7986934417432465,Dry,Seedling,High,Rain-fed,2,0.95,1
Acacia,Nairobi,Kiambu,Volcanic,898.59509856145,25.855640121079276,1221.5825761527499,5.609049942156555,Wet,Direct Seeding,Low,Rain-fed,96,0.95,1
Cedar,Central,Marsabit,Sandy,563.3841490521556,22.558373534386586,666.8350184002485,7.345574069626334,Wet,Seedling,Low,River,116,0.95,1
Grevillea,Rift Valley,Nakuru,Rocky,694.4522360349561,21.076338994003596,2384.7989749260896,7.637678948684778,Transition,Direct Seeding,High,Irrigation,89,0.95,1
Casuarina,North Eastern,Eldoret,Clay,1053.8531903635908,21.673276051415396,1413.4640978274447,6.150945636955366,Dry,Direct Seeding,High,Rain-fed,3,0.95,1
Acacia,Nairobi,Machakos,Volcanic,424.8829514983024,22.810216841418484,2620.5210380000026,6.935434265608602,Transition,Seedling,Low,Irrigation,96,0.95,1
Wattle,Coast,Eldoret,Red Soil,569.8127661978837,22.904629064325142,1467.9964342458775,6.890826713587472,Wet,Seedling,High,River,98,0.95,0
Jacaranda,Coast,Meru,Clay,752.0135697875128,23.52110537908508,1141.3392211892465,7.348784299301247,Dry,Cutting,Low,Borehole,35,0.95,1
Jacaranda,Western,Garissa,Clay,882.991470701847,20.0864651922079,1474.0127820460707,7.232635680081287,Wet,Cutting,Medium,Borehole,45,0.95,1
Jacaranda,Northern,Kakamega,Clay,915.799579131349,17.791581753814786,1503.9289835049349,7.965748751683766,Transition,Direct Seeding,High,River,53,0.95,1
Cypress,Central,Nyeri,Sandy,938.6669036090109,21.011428240513283,826.3159939255197,6.236228171687525,Dry,Seedling,High,Borehole,41,0.95,1
Pine,Western,Kisumu,Rocky,592.072496787056,23.448404599364913,736.802947445558,5.603488633537057,Wet,Cutting,High,Rain-fed,49,0.95,1
Grevillea,Rift Valley,Nyeri,Loam,875.1054898901405,26.13986704823536,818.2285819156286,6.138656553867786,Transition,Direct Seeding,High,Borehole,60,0.95,0
Grevillea,Nyanza,Nyeri,Rocky,881.8108112896759,22.826884141977267,1247.1800754463993,5.706098197902646,Dry,Direct Seeding,Medium,Rain-fed,36,0.95,1
Neem,Eastern,Garissa,Black Cotton,742.8817080032569,21.076185338194755,1908.2755843885416,7.318654422746327,Dry,Cutting,Medium,Irrigation,101,0.95,1
Neem,North Eastern,Kisumu,Volcanic,1318.5421480728337,26.214652814545794,2009.92944288129,7.674205106001555,Transition,Seedling,Medium,River,11,0.95,0
Neem,Nyanza,Nakuru,Red Soil,1131.0789235820966,21.619113107439855,1333.2895426239993,6.548309436457691,Wet,Cutting,Low,River,80,0.95,1
Indigenous Mix,Northern,Kakamega,Loam,1503.926871610473,26.570732068533918,2929.5549975933213,6.627939773998453,Transition,Cutting,Medium,Borehole,100,0.95,1
Neem,Rift Valley,Nyeri,Clay,817.4405624179869,29.45316803956955,810.0679503089405,6.4949967393420796,Dry,Seedling,Medium,Rain-fed,112,0.95,1
Wattle,Rift Valley,Eldoret,Volcanic,917.5782488967645,18.76335229145433,1372.6427576061224,6.64368182675887,Wet,Seedling,High,River,16,0.95,1
Jacaranda,Nyanza,Kiambu,Rocky,418.6573898142867,19.746594070290875,2924.4342452705823,7.562808632879555,Transition,Cutting,Medium,Irrigation,108,0.95,1
Grevillea,North Eastern,Meru,Red Soil,566.6322034224142,21.428128482031532,1863.2455166983416,6.824391903697965,Wet,Cutting,Low,River,109,0.95,1
Wattle,Nyanza,Nyeri,Volcanic,1057.6737937480102,22.329027479355677,2740.314438130757,5.806841704843079,Wet,Seedling,Medium,Rain-fed,111,0.95,1
Grevillea,Rift Valley,Marsabit,Black Cotton,1511.112174341672,12.689451646296105,1328.572533181817,7.934789170448797,Transition,Direct Seeding,Medium,River,11,0.95,1
Eucalyptus,Central,Turkana,Black Cotton,619.008323711484,19.869883533953598,2338.2768143827775,7.926449502772819,Dry,Cutting,High,Borehole,72,0.95,1
Wattle,North Eastern,Nairobi,Sandy,539.2649363869655,21.64659210765882,1802.0038414314713,7.7525711192129085,Transition,Direct Seeding,High,Irrigation,14,0.95,1
Grevillea,North Eastern,Machakos,Clay,513.3531060214252,31.557800466706734,1558.6709491804936,5.70650806560076,Transition,Cutting,High,Borehole,95,0.95,1
Jacaranda,Eastern,Kiambu,Clay,971.5061698981312,18.974470924408255,959.3836877737654,6.088077944022496,Wet,Direct Seeding,Medium,Irrigation,118,0.95,1
Jacaranda,Western,Kitui,Sandy,1267.2895415564133,21.65565018685771,945.8434314978169,6.713830793849219,Dry,Seedling,Low,Irrigation,30,0.95,1
Cedar,Eastern,Turkana,Rocky,671.9118828450463,32.95340502105636,2290.9992768070742,7.7488975427209414,Dry,Direct Seeding,High,Borehole,87,0.95,1
Eucalyptus,Eastern,Nyeri,Volcanic,815.2118852729346,19.25215304007181,2984.1829009086123,5.999369236794629,Dry,Cutting,High,Borehole,21,0.95,0
Neem,North Eastern,Kiambu,Loam,285.4183204961863,21.111618292488153,1849.8971281676822,5.946644216179659,Wet,Direct Seeding,Low,Irrigation,57,0.95,1
Acacia,Northern,Eldoret,Red Soil,862.6346213887042,19.243615527747853,868.223416916193,6.199248423302227,Wet,Direct Seeding,Low,River,66,0.95,1
Cypress,Coast,Marsabit,Clay,713.6195131396478,20.73628204752816,2643.396514536964,5.631596836307589,Dry,Direct Seeding,High,Irrigation,52,0.95,1
Cedar,Western,Marsabit,Clay,468.78565075059555,19.58646735073156,2831.25888342889,6.8240577556369875,Wet,Cutting,High,Irrigation,84,0.95,1
Bamboo,Eastern,Marsabit,Sandy,1344.4299340230937,29.712315735717134,2276.987785335792,6.010655508078149,Dry,Seedling,Low,Rain-fed,16,0.8300000000000001,1
Wattle,Coast,Kisumu,Rocky,855.5938541198132,30.126418398612294,1361.8096560044353,6.422015157899554,Transition,Cutting,Low,Rain-fed,33,0.64,1
Jacaranda,Central,Marsabit,Clay,612.0905731813702,26.53884999434138,1707.8062273800808,6.858787637619822,Transition,Seedling,Medium,Rain-fed,55,0.95,1
Cedar,North Eastern,Nakuru,Black Cotton,737.5850265039642,24.23470622513988,1681.6387319221228,6.261098998035388,Wet,Seedling,Low,River,8,0.95,1
Jacaranda,North Eastern,Machakos,Red Soil,317.3893211005525,11.405091084756656,2789.0357408218006,5.819594106441167,Wet,Seedling,High,River,67,0.95,1
Neem,North Eastern,Kiambu,Volcanic,866.01401431999,20.145725107418397,2300.2939810740154,5.8632408039254145,Transition,Seedling,High,River,118,0.95,1
Grevillea,Nairobi,Kisumu,Red Soil,599.2335775047472,19.63829121148986,2159.5843560105386,6.242578645119151,Dry,Direct Seeding,Medium,Rain-fed,21,0.95,1
Cypress,Central,Kisumu,Loam,202.09093544761026,25.33962682178385,734.8529801871124,6.395504548470015,Wet,Cutting,High,Borehole,79,0.95,1
Indigenous Mix,Eastern,Kitui,Clay,368.63151096585676,20.700659784301212,1045.5491718244152,7.587503417533763,Transition,Cutting,Medium,River,60,0.95,1
Eucalyptus,Central,Nakuru,Volcanic,984.0541883873288,19.768071703494986,2073.554663681947,6.251826487617999,Transition,Cutting,Low,River,59,0.95,0
Grevillea,North Eastern,Kitui,Sandy,1338.8363428842122,23.03902552272391,730.0875451025641,7.581274905167142,Wet,Seedling,Medium,Borehole,100,0.95,1
Indigenous Mix,Northern,Kisumu,Black Cotton,0.0,18.959091812530072,1658.561548477211,5.593666946688358,Transition,Seedling,Medium,River,6,0.95,1
Indigenous Mix,Northern,Machakos,Clay,783.0436156984343,12.995097123821713,748.3530999835232,7.1981789873687125,Transition,Cutting,High,Irrigation,13,0.95,1
Wattle,Western,Eldoret,Rocky,762.2071291904261,22.516952915962975,546.8284859452436,5.796756891887757,Transition,Seedling,Low,Rain-fed,50,0.95,1
Jacaranda,Coast,Machakos,Sandy,587.5781180674805,15.200493209352963,2867.4331816988692,7.778866084115551,Transition,Direct Seeding,High,River,101,0.95,1
Neem,Northern,Marsabit,Rocky,607.4319742026984,18.775379397167352,2477.4030863925764,6.898269952167884,Wet,Direct Seeding,Low,Borehole,5,0.95,1
Neem,Coast,Garissa,Black Cotton,538.5445575449431,22.73320610331467,2210.1850033882224,7.22293637766237,Wet,Direct Seeding,Medium,Rain-fed,93,0.95,1
Neem,Rift Valley,Kakamega,Sandy,1082.9192213516217,26.872753924236864,893.1315745279052,6.293569082745824,Dry,Direct Seeding,Low,River,77,0.95,1
Eucalyptus,Eastern,Mombasa,Rocky,628.7008690062339,25.601406013925633,964.1303344615064,5.710202347132788,Transition,Cutting,High,River,3,0.95,1
Indigenous Mix,North Eastern,Kitui,Clay,856.8683496658801,19.61685994021198,626.071997351887,7.417078094464366,Wet,Direct Seeding,Low,River,94,0.95,1
Cedar,Nairobi,Nyeri,Loam,1033.0726919414471,35.33233855265079,1415.2672347390248,5.659024691816278,Dry,Seedling,Medium,Irrigation,43,0.95,1
Eucalyptus,Rift Valley,Meru,Volcanic,434.4765195426978,17.80486403081323,1900.0982323319502,7.720999105340695,Wet,Direct Seeding,Medium,Borehole,108,0.95,1
Bamboo,Nyanza,Kitui,Clay,352.2353907588897,27.598565936786617,2056.4321028391423,6.1658649708438045,Transition,Seedling,Medium,Irrigation,45,0.95,1
Indigenous Mix,Nairobi,Kisumu,Sandy,788.8257140332985,15.160868863927512,885.9146848110483,7.264563076964873,Transition,Seedling,Medium,Irrigation,119,0.95,1
Grevillea,Central,Kiambu,Sandy,221.79831235033157,21.292613021090254,1549.3843213576658,7.894583825054361,Dry,Seedling,Low,Rain-fed,3,0.55,0
Indigenous Mix,Western,Kiambu,Red Soil,759.2074444865871,10.479538506941253,1533.1104838196297,6.639446107571006,Wet,Direct Seeding,Low,Rain-fed,107,0.95,1
Cedar,Eastern,Kisumu,Volcanic,825.6238341735162,24.894710106894152,898.6444391731022,7.872864269376862,Dry,Seedling,Medium,River,108,0.95,1
Cedar,Western,Nakuru,Sandy,865.7039243997266,28.339856634022418,1301.1952586684197,7.0761734189330845,Dry,Direct Seeding,Low,Borehole,59,0.95,1
Casuarina,Rift Valley,Nairobi,Black Cotton,905.5013807660224,21.845352279101807,2970.5505413425262,7.439975716738842,Transition,Seedling,Low,Borehole,49,0.95,1
Wattle,Coast,Turkana,Black Cotton,1178.7771768828875,18.451442106348694,2711.1450898630724,6.996413304963804,Dry,Cutting,Medium,Rain-fed,31,0.95,1
Bamboo,Rift Valley,Kakamega,Volcanic,1035.1760789224058,27.546293126794755,1912.0127884965843,7.229152933138913,Wet,Direct Seeding,High,Irrigation,38,0.95,1
Acacia,Central,Nairobi,Volcanic,864.2625834976973,20.03635786083017,1589.4937078664257,5.911844948603671,Transition,Direct Seeding,Medium,Rain-fed,7,0.95,1
Casuarina,Eastern,Garissa,Sandy,859.7166149847931,21.745141132577466,1621.2223321711967,7.809725231996089,Transition,Seedling,High,Rain-fed,76,0.95,1
Pine,Northern,Turkana,Sandy,1081.5097777732653,14.801932871751156,2950.111680821417,7.973433618212966,Wet,Cutting,High,Borehole,59,0.95,1
Pine,Nyanza,Kisumu,Clay,535.6566149383665,22.93207089603838,2973.0098396277917,6.259631271338477,Dry,Cutting,Medium,Borehole,90,0.95,1
Cedar,Northern,Mombasa,Clay,1347.6564389107527,17.018243361337674,2125.502988428691,6.867096707681631,Dry,Direct Seeding,Low,River,70,0.9299999999999999,1
Wattle,Central,Eldoret,Sandy,681.7867279522734,21.673549070128075,2801.272178759984,5.68785464597404,Dry,Direct Seeding,Medium,Rain-fed,109,0.95,1
Cypress,Rift Valley,Nyeri,Sandy,1032.6777044103626,17.749434379640327,2156.4831587767903,6.276548554912896,Wet,Direct Seeding,Medium,Irrigation,25,0.95,1
Bamboo,Rift Valley,Nyeri,Red Soil,557.5885723565091,21.339042275086545,908.8395729626576,7.301360826144766,Wet,Direct Seeding,Medium,Borehole,6,0.95,1
Acacia,Northern,Eldoret,Red Soil,445.3612549018905,17.987517636462687,2731.4923621834423,6.074050855831841,Transition,Cutting,Low,Irrigation,28,0.95,1
Neem,North Eastern,Kiambu,Red Soil,1148.764830971173,15.18455932112376,2666.993337623932,7.525914668110281,Transition,Seedling,Low,Irrigation,93,0.95,1
Bamboo,Western,Marsabit,Loam,1078.2973724642775,11.779863920370822,1577.4271774163187,7.168072356994359,Wet,Cutting,Low,Irrigation,110,0.95,1
Cedar,Western,Meru,Black Cotton,1275.5774267013967,18.32570119151925,1216.3452017809723,5.5093272869452825,Dry,Cutting,Medium,Borehole,34,0.95,1
Cedar,Central,Kitui,Clay,494.810661081432,28.07501953251631,2606.776661113359,7.8671219264341605,Transition,Seedling,Medium,Borehole,86,0.95,1
Pine,North Eastern,Kakamega,Volcanic,707.6310278347386,16.127467579784934,1256.8197893473493,7.758427796022678,Wet,Direct Seeding,Medium,Borehole,39,0.95,1
Jacaranda,Rift Valley,Nyeri,Sandy,1301.8788666374028,27.283572997707328,2117.6530046722773,5.882905800269364,Wet,Seedling,High,Irrigation,34,0.95,1
Eucalyptus,Central,Nyeri,Clay,977.8677782715931,28.595335370401916,1498.256222751486,6.206286622772202,Dry,Direct Seeding,High,River,62,0.95,1
Eucalyptus,Eastern,Machakos,Rocky,1055.5084528986354,29.43826161760312,1291.5386937087098,7.982500235074983,Dry,Seedling,Medium,Irrigation,63,0.95,0
Grevillea,Rift Valley,Eldoret,Clay,228.99776816257224,21.632081313499707,982.6216685456598,7.124826868722385,Wet,Seedling,High,River,30,0.95,1
Jacaranda,North Eastern,Kitui,Clay,870.5055409056877,14.130163484805998,1246.7681747920706,7.62854915804841,Transition,Cutting,Low,Rain-fed,69,0.95,1
Wattle,Rift Valley,Marsabit,Clay,933.193415469801,31.407880349865515,1252.249876990033,7.965701512876486,Wet,Cutting,High,Rain-fed,70,0.95,1
Neem,Rift Valley,Mombasa,Loam,636.4566817816727,23.322564684078202,1330.9346421364849,6.306061543255601,Wet,Cutting,Medium,Irrigation,74,0.95,1
Cedar,Coast,Marsabit,Red Soil,958.7559789231861,17.69641530131541,2010.4286348830015,6.0022657457541015,Wet,Cutting,Low,Borehole,43,0.95,1
Pine,Northern,Machakos,Loam,747.3358612290934,10.69867549096764,762.6208878188704,5.581361586360128,Transition,Cutting,Low,Borehole,118,0.95,1
Wattle,Rift Valley,Kitui,Sandy,810.4221506487356,19.462657280949294,2353.5240054686456,7.659481220507529,Wet,Direct Seeding,High,Rain-fed,27,0.95,1
Cypress,Eastern,Machakos,Black Cotton,433.48128896572894,28.613848552811298,2017.8968233757025,6.2568701711276775,Dry,Cutting,Medium,Borehole,20,0.95,1
Casuarina,North Eastern,Turkana,Red Soil,747.4969125969773,13.825331186309292,2799.1534875324214,6.472509848723272,Dry,Direct Seeding,Low,River,30,0.95,1
Wattle,North Eastern,Meru,Clay,1164.2338819202894,23.883755986993805,1782.5571670662175,7.241428540402891,Wet,Cutting,Medium,Rain-fed,65,0.95,1
Cedar,Northern,Kakamega,Rocky,829.9446913158818,20.722196071449076,1297.2648926395868,7.564729294361773,Dry,Seedling,High,Rain-fed,100,0.95,1
Bamboo,Rift Valley,Kakamega,Clay,491.9300892947606,24.55865566941966,2822.898713399904,6.607912599321645,Transition,Cutting,Low,Rain-fed,84,0.95,1
Cypress,Coast,Eldoret,Rocky,1046.0144260014822,28.15240483945593,707.2699931466951,7.7975115188892214,Transition,Cutting,High,Irrigation,110,0.95,1
Acacia,Northern,Nyeri,Rocky,1165.0975656126056,21.99579217162693,1706.9413334251858,5.5797798043718885,Wet,Cutting,Medium,Irrigation,24,0.95,1
Acacia,Western,Garissa,Loam,748.7134002502145,17.05706873820502,1903.3132316418253,5.593664078746219,Transition,Seedling,Medium,Borehole,12,0.95,1
Acacia,Coast,Nyeri,Rocky,694.2379260373964,27.884710340684776,2607.937065766188,7.771859137388601,Transition,Cutting,Medium,Rain-fed,116,0.95,1
Cypress,Western,Meru,Volcanic,474.97978657164236,20.518681645274047,767.5787710793857,6.725604216727978,Dry,Seedling,High,Borehole,98,0.95,1
Bamboo,Nyanza,Kisumu,Rocky,947.1275684534437,19.416843734342017,2143.394032594496,6.840855784434198,Dry,Seedling,Low,River,65,0.95,1
Jacaranda,Western,Nyeri,Sandy,1033.8126405997,10.753046650776223,2717.8454891766537,6.955372334578662,Wet,Cutting,Low,Borehole,59,0.95,1
Grevillea,Nairobi,Mombasa,Volcanic,757.7921170432107,18.223977624658296,953.0973475593275,6.208741001985608,Transition,Seedling,Low,River,119,0.95,1
Neem,Western,Kiambu,Rocky,1114.6304650796942,25.639454005812176,2541.596726680917,7.6834386085208815,Wet,Direct Seeding,High,Borehole,35,0.95,1
Cedar,Rift Valley,Kakamega,Black Cotton,1114.5197623998604,21.191605411672114,2273.175959097409,7.643043907079637,Dry,Cutting,Medium,Rain-fed,5,0.95,1
Acacia,Northern,Nyeri,Volcanic,599.058669197028,22.963299189164516,1765.5647771858717,6.227157572588134,Wet,Seedling,High,River,109,0.95,1
Eucalyptus,Western,Turkana,Clay,900.1055038871774,32.1918258653332,2433.6617506744997,5.735278292223581,Dry,Cutting,Low,River,95,0.95,1
Jacaranda,Nairobi,Kisumu,Volcanic,867.1499711118827,14.976681945332663,1991.6803900984848,5.553449193163331,Dry,Cutting,High,Borehole,112,0.95,1
Grevillea,Rift Valley,Mombasa,Black Cotton,580.2586473946633,24.699092544527332,2653.375917415642,6.572925980530202,Dry,Direct Seeding,High,River,32,0.95,1
Cypress,Coast,Kakamega,Loam,144.67959398025334,23.775296820266057,2823.432827504681,7.493468917047597,Wet,Seedling,High,Rain-fed,74,0.95,1
Neem,Northern,Machakos,Black Cotton,1040.898570239336,21.274848571446448,2146.0385224749402,6.95824917400801,Dry,Cutting,Medium,River,89,0.95,1
Bamboo,Eastern,Kiambu,Loam,883.5168598044903,23.92836593985796,792.7290335696028,7.837435067329604,Transition,Cutting,Medium,Rain-fed,63,0.95,1
Wattle,Northern,Eldoret,Loam,861.8245869359951,10.571067205871367,1342.3758783048377,7.888084830610058,Transition,Cutting,Medium,River,97,0.95,1
Pine,Eastern,Kakamega,Sandy,812.5532882769526,17.56762452728782,2021.6595214045183,7.789905306439058,Wet,Cutting,Medium,Borehole,116,0.95,1
Cypress,Nyanza,Marsabit,Red Soil,569.1863743253468,28.63895668713124,508.6159129035221,6.047884230500996,Transition,Seedling,Low,Rain-fed,24,0.95,1
Pine,Coast,Nakuru,Red Soil,157.00839532108364,37.80472780640379,1083.8577183509929,6.687481675152229,Wet,Seedling,Medium,Borehole,25,0.95,1
Wattle,Northern,Mombasa,Black Cotton,582.5104080062852,23.108227667617857,1161.5920480103848,7.98490303570164,Transition,Cutting,Medium,Irrigation,67,0.95,1
Cedar,North Eastern,Meru,Rocky,397.77330170771404,23.599791812029032,1954.815210639492,6.244678522690881,Wet,Seedling,High,Irrigation,50,0.95,1
Eucalyptus,Western,Kakamega,Clay,698.5249035730334,23.0942176198095,2581.812563726754,5.50067530589182,Wet,Cutting,Low,River,81,0.95,1
Grevillea,Coast,Kitui,Loam,414.54925642713073,25.145829459718215,1967.1187637041182,6.409962869112947,Wet,Cutting,Low,Rain-fed,72,0.95,1
Eucalyptus,Nairobi,Marsabit,Loam,967.016190883043,25.0460485242116,1052.882628693029,7.173116277720261,Dry,Seedling,High,Borehole,38,0.95,1
Grevillea,Central,Nakuru,Loam,1280.6939704669496,23.66481736553596,1866.8621636125927,7.828992184941117,Wet,Cutting,Medium,River,36,0.95,1
Cypress,North Eastern,Turkana,Sandy,1110.8186183615242,23.612825712122405,1831.6940535213275,6.319906340800505,Dry,Seedling,High,River,85,0.95,1
Casuarina,North Eastern,Meru,Black Cotton,636.9328059907485,22.06676499391126,1584.3827143216001,7.476869047051557,Wet,Seedling,High,Irrigation,89,0.95,1
Neem,Rift Valley,Nyeri,Red Soil,653.6697203152278,27.00779405815441,2286.306836533464,7.892536952733383,Dry,Cutting,Low,Irrigation,68,0.95,1
Indigenous Mix,Nyanza,Kakamega,Black Cotton,1086.1497775854432,18.122279805125054,1981.3117818240257,7.70114969598478,Wet,Seedling,High,Irrigation,10,0.95,1
Grevillea,Rift Valley,Kakamega,Rocky,682.0207656403358,23.014663689736665,2283.7255905905895,5.587539077871563,Dry,Seedling,Low,Borehole,5,0.95,1
Casuarina,Rift Valley,Nyeri,Red Soil,544.9364104801346,26.295985061545426,2548.2747605058416,6.54102868530387,Wet,Seedling,Medium,Irrigation,29,0.95,1
Acacia,Coast,Nairobi,Red Soil,146.63452644299878,9.880173598517906,1634.1748203901527,7.236232444475055,Wet,Seedling,Medium,Irrigation,97,0.95,1
Wattle,Rift Valley,Kiambu,Red Soil,695.3159065127231,26.491643001307608,1585.0813770483119,6.47541570226047,Wet,Seedling,Low,Borehole,42,0.95,1
Bamboo,Central,Garissa,Rocky,1080.5132378440837,20.226500306256646,2743.261990438777,5.590220781614271,Dry,Cutting,High,Borehole,77,0.95,1
Casuarina,North Eastern,Kiambu,Volcanic,683.4116490576005,24.266491871707405,2316.6659942634324,6.064507257055247,Wet,Seedling,High,Borehole,101,0.95,1
Jacaranda,North Eastern,Kisumu,Black Cotton,1178.615187074195,26.583171584095652,1743.8017413565158,6.212231226290425,Wet,Seedling,Low,Borehole,56,0.95,1
Cedar,Nairobi,Marsabit,Clay,542.417120699004,17.312653523996172,2836.6871799372043,7.005154537499822,Transition,Direct Seeding,Low,Irrigation,102,0.95,1
Jacaranda,Nairobi,Nyeri,Clay,936.5163676897769,24.718959288522807,2189.310516526799,7.045959304967904,Transition,Direct Seeding,Low,Rain-fed,32,0.95,1
Pine,Coast,Mombasa,Black Cotton,841.4806882771402,22.692980331016056,941.4950409235041,5.933930767332882,Dry,Direct Seeding,Medium,Borehole,83,0.95,0
Cypress,Nyanza,Machakos,Black Cotton,461.62999016355235,22.298551703642133,1200.3895509562944,6.334205287699251,Dry,Cutting,Medium,Borehole,112,0.95,1
Jacaranda,Eastern,Marsabit,Rocky,1059.19544327034,14.17885040798011,2222.6140828606563,6.428225866140539,Transition,Direct Seeding,High,Rain-fed,68,0.92,1
Cypress,Rift Valley,Nakuru,Volcanic,733.3440380537755,21.642109788661937,2117.3830485909857,7.000052903301197,Dry,Direct Seeding,Low,Borehole,8,0.95,1
Jacaranda,Nairobi,Nyeri,Rocky,968.9814794480499,21.977728823629665,555.2628712187053,6.804762044208674,Dry,Cutting,Medium,Irrigation,14,0.95,1
Jacaranda,Nairobi,Kakamega,Volcanic,611.8825238607753,27.74496389554185,1499.2525125682582,6.442898193817432,Transition,Cutting,Medium,Irrigation,58,0.95,1
Grevillea,Rift Valley,Kiambu,Volcanic,837.9690145454605,22.634842064079415,2514.5081349906704,7.332814812022119,Dry,Direct Seeding,Medium,Irrigation,118,0.95,0
Indigenous Mix,Coast,Nyeri,Rocky,774.7431321668549,24.153995516343,2642.9117415134065,6.33930336155271,Wet,Direct Seeding,Low,Borehole,78,0.95,1
Indigenous Mix,North Eastern,Garissa,Rocky,969.4821210882578,18.506789725306177,2475.576454397564,7.813905287905605,Wet,Cutting,Low,River,34,0.95,1
Wattle,Central,Kakamega,Black Cotton,627.3065545177672,26.638846115730246,2885.5865130201973,5.709340666545622,Dry,Cutting,Low,Irrigation,59,0.95,1
Bamboo,Rift Valley,Kakamega,Loam,797.6881470269525,25.18373892627674,1520.774822053726,7.9324211083798275,Wet,Cutting,Low,Rain-fed,37,0.95,1
Pine,Nairobi,Eldoret,Loam,385.42057327882253,26.02878464926298,2096.527087651263,6.3754717537736925,Transition,Cutting,High,River,110,0.95,0
Eucalyptus,Eastern,Kisumu,Volcanic,1032.2984843301097,19.20629947486055,1355.033925167486,5.786083099591547,Dry,Seedling,Low,Rain-fed,70,0.95,1
Wattle,Eastern,Mombasa,Sandy,1318.3433389229886,26.63119843117324,2400.697910504876,5.719460798144484,Wet,Direct Seeding,Medium,River,98,0.95,1
Casuarina,Nairobi,Machakos,Clay,379.6124655403499,20.665092855772993,2797.4207988076773,7.8139739667190735,Dry,Seedling,High,River,42,0.95,1
Jacaranda,Northern,Nyeri,Loam,1143.9465982517718,27.3587248637024,1187.5807784218077,6.3419908918689325,Wet,Seedling,High,Irrigation,49,0.95,1
Pine,North Eastern,Garissa,Sandy,362.754063745599,27.304221558490685,1434.196639411185,5.650100928187764,Dry,Seedling,High,River,72,0.85,1
Bamboo,Rift Valley,Kiambu,Black Cotton,1104.4662755257912,16.24708221431014,2817.0873000251077,6.140534315334328,Wet,Direct Seeding,Medium,Borehole,22,0.95,1
Wattle,North Eastern,Turkana,Black Cotton,931.1705709414211,12.53592770438669,2602.2954942405095,6.091863778458348,Dry,Direct Seeding,High,River,107,0.95,1
Neem,Coast,Meru,Volcanic,656.7467609358471,22.95362830026962,2110.467445270306,6.745288188357842,Dry,Direct Seeding,High,Irrigation,61,0.95,1
Eucalyptus,Rift Valley,Marsabit,Black Cotton,746.5501659915215,24.248538887556712,885.5875221157221,5.865364643485251,Dry,Direct Seeding,Medium,Rain-fed,15,0.95,1
Acacia,Nairobi,Turkana,Red Soil,882.5702589595206,22.559420212636464,752.9040178037756,7.747068603017945,Transition,Direct Seeding,Medium,Borehole,63,0.95,1
Casuarina,Eastern,Kakamega,Volcanic,825.1292698985393,18.83151266611254,1904.7347741649637,7.26618454270652,Dry,Direct Seeding,Medium,River,51,0.95,1
Casuarina,Nairobi,Garissa,Loam,497.07441402071544,20.46887019784066,1326.3188216884973,7.288569553253345,Wet,Seedling,Low,River,47,0.95,1
Wattle,Nairobi,Turkana,Rocky,863.2529929101379,20.171480059590767,1503.9803923932234,6.091614133371728,Dry,Direct Seeding,Medium,Rain-fed,9,0.9399999999999998,1
Cedar,Nyanza,Meru,Sandy,1191.9112956104477,25.618902687980324,1940.3857408015122,7.005010833248692,Wet,Direct Seeding,Low,River,43,0.95,1
Grevillea,Rift Valley,Machakos,Black Cotton,706.0140427464769,25.056019994883226,762.7925260138609,5.751476575938724,Transition,Seedling,High,Borehole,67,0.95,1
Bamboo,Eastern,Garissa,Clay,477.83689733134753,20.846296112589666,2821.9870170982117,6.569839905645075,Wet,Cutting,Medium,Irrigation,14,0.95,1
